8505|77,189|1
5454|182,145,12|5
6272|190,12|21
4351|12|1
759|61,191,6|1
7071|8,147,48,12|4
7310|84|4
6937|30,12|1
8296|31,20,32|4
11215|128,70|1
7088|109,110,70|4
11491|11,12|1
8789|124,11,27,12|4
6591|29,12|19
9779|6,115|5
2766|61,74|10
8933|58|4
6927|104,27,12|4
9914|33,14,6,49|1
6919|34,35|10
3924|173,12|3
8437|8,192,144|19
5255|31,20,32|7
6765|185,23,26|10
284|12,30,68|1
4533|193,26|3
152|125,29,132,12|1
6331|89,152|1
3316|8,194,11,27,12|8
8995|36,48,12|1
10031|48,12|7
10006|31,195|4
6641|77,189|4
5319|104,12|10
1711|8,16,17,18,113,6,196|10
11209|52,12|22
3930|33,14,6|6
4016|182,145,197,12|7
1619|98,3|8
5130|33,14,6,49,90|1
4100|198,70,8,199,63,53,200|1
2942|201,12|10
5302|202,203,26|1
1879|27,12|3
7961|67,104,20,12|1
10045|65,66,14,6,123|1
7354|190,12|6
5003|42,43,44|4
6954|78,77|8
6615|164,1,204,35|8
6407|8,36,48,147,12|4
4278|8,9,6,205|5
1775|8,113,206,12|1
3616|173,12|1
4317|207,77|8
5889|31,20,32|10
5264|31,20,32|8
5098|33,14,6,49|7
10775|35,208|5
5452|186,12|20
11283|53,85,63|4
7027|70,138|1
6985|70,172,138|10
9140|6,209,70|0
389|8,113,61|3
10413|103,8,104,12|17
6660|61,60,43,150|1
11253|7|3
7105|114,42,12,43,68|4
9153|150,61,43,210|1
4020|31,20,21,32|13
11265|7|4
1091|8,51,52,12|1
1896|42,133,43|1
11292|70,138|5
8486|8,113|23
5450|52,211,12|4
11355|77,4,5,6,212|6
5517|42,133,43|1
10518|6,49,70,8,153,209|1
5287|104,12|4
5390|104,12|7
5982|31,20,32|24
6965|30,12|3
1710|53,198,63|1
9501|213,6,38|1
7212|31,20,32|8
1526|53,56|1
8342|12|10
689|52,12|1
9016|70,138|3
6637|29,12|1
9233|100,35,169|4
3642|173,46,47,12|7
2986|42,8,61,21,114,214,20,43|4
64|13,65,66,14,6,119|8
8546|76,77|0
2911|13,119,14,6,25|4
614|42,215,29,43,12|1
6476|53,85,87,63|7
10551|48,12|21
6013|135,35|1
7495|29,12|0
6161|8,39,40|1
7303|216,35|7
10549|69,70|1
9584|64,6|8
6036|88,6|1
3438|70,138|1
8242|6,92|1
1147|8,147|8
5519|217,12|8
7989|89,129,218|4
5207|42,52,43,12|13
730|8,30,52,51,12|0
668|12,68|1
6642|27,12|1
10392|124,52,12|4
8452|178,6,117|8
4253|7|7
9065|219,12|1
6245|6,24|4
8537|98,3|1
10306|78,77|7
10284|220,35|1
1531|31,20,32|8
3711|6,115|8
8643|16,17,18,14,6,24,221|1
10792|1,222,20,157|1
4127|11,27,12|0
10043|124,12|1
9003|29,12|1
8769|4,6|7
1447|223,224,12|8
6645|8,9,6,49|4
10148|70,58,225|4
8354|31,20,32|1
2063|226,42,43,44|4
4641|36,12|1
2267|20,21|1
2665|11,27,12|4
7341|35,100,227|4
8839|53,56|1
7571|36,48,12|7
4067|43,27,12|25
5377|12,68|16
10474|53,31,183,20,32|16
8156|6,49|4
4845|228,12|4
198|29,12|4
8867|33,14,6|10
5191|8,113|4
4034|109,166,200,70|4
1817|162,108|8
8120|111,58|1
7724|229,12|7
8892|8,147|5
1611|103,8|1
7348|107,108|1
8593|8,144,230|1
8660|45,47,12|1
9422|111,58,231|4
9215|232,35|1
2470|53,55|8
184|68,30,12|8
6471|8,10,11,12|8
4655|53,61,233,55|1
2788|234,12|20
3591|45,12|7
5330|132,12|8
2350|53,235,85,236,63|4
4507|8,9,6,49|1
3587|30,12|10
4130|101,77,76|1
4075|89,152|0
4099|8,237|7
6580|53,238|1
5950|53,56|18
9658|166,128,70|21
4572|31,20,32|1
46|131,12|8
4406|101,77|8
4563|119,14,6,120|1
5308|6|14
10349|83,84|8
10096|27,12|7
9677|29,12|26
475|45,47,12|1
906|89,239,130,1|4
8451|8,113|5
10649|35,240|1
9965|241,108|8
9551|6,49,70,8,153,209|3
2660|160,242,58,111|1
2179|29,12|8
7414|8,187,199,27,12|1
6136|89|8
11250|132,12|3
3868|111,58,231|4
7184|64,6|1
7193|58,200,243,70|1
5755|6,115|1
10951|109,137,70|4
10000|29,132,12|18
1733|29,12|10
187|69,70|5
4873|29,12|0
2666|61,43,150|10
2395|244,12|7
5367|103,8|1
6644|207,77|1
895|31,245,246|1
8526|76,77|4
323|138,110,200,70|4
5472|48,12|1
7384|8,147|16
4371|70,138|8
6822|58,247|1
1851|13,14,6|5
5325|29,12|4
6415|101,77|1
9594|8,9,6,49|4
8675|13,14,6,25|4
5110|7|8
4858|23,26,248|4
249|249,12|8
920|65,66,14,6|8
4355|173,12|7
8170|70,138|13
9874|70,138|1
6518|6,161|4
9054|53,250|1
11257|155,20|7
5050|33,14,6|5
10060|251,20,157|7
2925|215,12|1
6820|131,234,47,12|4
10721|28,6|20
10300|13,14,6,25|8
11087|173,12|4
4068|8,252|4
9663|182,206,12|4
7711|8,113|1
1505|166,31,70,20,32|9
41|8,39,40,147|4
2002|61,74|1
8325|53,63|8
5766|76,77|4
1167|190,12|1
11469|47,12|1
9239|6,160,58,161|4
8781|52,12|10
9362|253,254,16,17,18,6,255|10
6115|29,12|4
4331|162,108|4
11205|12|1
5023|8,113|0
9761|6,49,70,8,153,209|1
4716|8,113|1
6052|70,138|1
6790|8,113|1
2872|207,77|27
5971|31,20,32|4
9932|53,85,63|1
8917|7|1
7852|64,6|8
3252|6,38,81|4
2348|256,217,12|13
11397|48,27,12|4
10712|27,12|7
3910|103,8,27,211,12|4
8599|6,35,117,257,258,259|10
6669|260,58,59,127,261|8
7805|6,209,70|10
3325|6,262|1
8605|70,138|4
5521|70,138|4
2090|124,206,12|1
1898|202,26|14
7064|102,12|1
1756|104,12|8
3522|61,263|28
5106|53,56|1
3488|53,236|3
4640|27,12|1
2964|33,14,6|7
6118|53|1
3961|264,68,265,52,12|4
9168|266,58,59,127,261|1
4871|89,267|13
10655|88,6|1
245|61,42,43,150|8
7645|47,12|1
326|70,138|4
7346|6,38,268|1
3050|6,209,70|7
7292|217,12|20
1698|103,8,27,12|1
9608|41,35|4
1794|182,145,12|1
10502|31,20,32|8
10409|240,35,95|20
874|29,12|7
7104|83,84|3
4902|29,12|10
1379|182,12|1
6472|103,8|7
262|36,124,12|7
662|30,12|29
11244|69,70|1
969|31,20,32|7
881|29,12|1
3919|29,12|1
9431|12,30,68|25
693|134,126,84|7
3794|8,113|1
378|27,12|1
3582|104,48,12|1
1450|42,12,104,133,43|7
10128|70,138|1
9661|98,3,99,35,100|4
6934|12|1
6340|35,100,227|4
5253|53,56|13
1331|269,104,12|4
4353|77,159|19
5072|31,20,32|1
2909|6,209,70|4
7070|35,100,227|8
7228|13,14,6,120,25|7
7545|42,12,104,133,43|1
4437|182,145,12|8
7669|260,58,59,270|5
11462|8,199,12,206|7
1500|8,50,6|1
1955|271,187,177,12|4
9839|77,272,35,273|1
1312|109,138,70|1
823|42,43,44|30
8490|8,252|10
11143|88,6|4
8139|47,12|1
11468|117,253,6,178|22
4147|29,12|7
616|30,12|1
8610|6,274|17
5760|124,104,12|20
6234|103,8,104,12|10
1651|173,131,102,12|1
3912|223,12|1
4069|31,275|1
5525|29,12|6
9858|53,276,71,56|1
1042|173,104,12|4
1753|42,277,43,133|8
6515|31,20,32|11
8266|77,189|1
498|53,71,56|1
8940|12,30,68|4
4425|135,35|1
6233|278,6,14|4
6328|141,20|8
10819|76,77,279,273|1
6499|8,144|4
452|42,234,43,44,52,12|4
2547|163,31|1
8212|83,84|5
4239|207,77|0
5178|7|3
3804|31,20,32|5
1189|8,36,147,12|1
9170|42,43|29
5340|132,12|1
7476|8,9,252|10
2545|29,12|1
8047|53,31,195,280|25
7581|134,281,282,84|7
4532|30,12|13
4108|29,12|8
784|30,12|4
8459|111,283,58,284,112|1
8374|27,12|8
7097|61,206,43,150,12|8
10276|213,6,38|17
7220|30,12|10
196|29,12|1
9283|6,82,38,81|4
2219|207,77,285|1
4864|8,167|4
774|12,68|1
5806|114,42,145,43,12|4
4097|286,77|8
574|256,12|10
10637|53,85,63|10
8073|8,167|31
961|61,104,8,39,40,74,12|1
10839|287,6,288,35,38|1
2271|65,66,14,6|1
10100|31|1
1613|174,48,289,12|8
9386|166,70,138|6
8659|41,290,35,208|1
10220|29,12|1
9852|31,20,32|1
7698|89,267|4
9811|42,133,43|4
9944|8,113,206,12|8
9698|30,12|32
350|229,12|7
7729|277,43|8
8017|76,77|13
10613|6,209,70|1
10640|101,77|1
7795|6,49|1
1593|42,12,133,43|1
7020|77,291,285|10
7919|12|10
8869|8,103,113|1
3434|52,12|25
848|187,52,145,12|1
11191|292,35|8
1992|104,12|4
8956|30,12|1
1112|8,147|13
7663|64,6|1
2517|104,12|10
11022|42,133,43|1
6944|102,12|12
664|12|3
228|42,104,93,43,44,12|1
2556|8,113|10
6066|30,12|1
4391|13,65,66,14,6,25|4
9500|293,6,38|1
9261|283,58|4
415|193,26|8
8457|12|1
1648|31,20,32|8
5460|217,131,12|10
6449|84,126|4
9959|53,56|8
2477|29,12|1
5258|180,134,84|1
9565|8,199,12|1
7319|30,12|23
6532|14,6,82,38,123,81|10
581|269,12|1
4466|31,294,246|4
4673|53,280|7
6895|241,108|8
9298|6,123|4
8561|64,6|3
5086|53,6,70,198,63|1
6317|89,295|20
2327|110,70|1
1963|128,70|1
3798|8,147,296|8
3807|42,43,297|8
2290|30,12|4
10050|117,6|1
6801|298,111,58,299|1
6477|97,16,17,18,6|7
5201|300,47,12|1
9245|30,12|19
1274|29,132,12|0
5864|29,12|3
7548|8,9|5
3304|8,167,11,113,12|1
9748|58,59,127|4
9668|29,12|1
8539|76,77|8
7466|116,117,118,6,20|4
3406|12,68|1
2693|29,12|10
6380|142,8,199,144|4
10945|6,24|4
5405|106,42,43|3
8223|6,92|1
8283|12|12
1591|36,12|8
24|52,12|1
5820|61,60|10
6988|76,77,301|0
6616|13,119,14,6,120|3
3266|132,12|7
10480|6,49,70,8,153,209|4
3754|302,12|0
1922|8,9,197,12|1
3880|42,12,104,133,43|4
3084|48,12|1
4986|52,12|1
4074|48,289,300,12|1
10982|30,12|1
1083|33,9,14,6,8,77,101|4
420|29,12|7
927|47,12|1
10216|77,303|10
4591|76,77|1
3960|106,42,43|4
9064|8,113|4
4949|269,190,12|1
782|134,126,84|8
8310|6,70,117,156,209,304|4
6417|47,12|8
5388|256,12|8
217|217,47,12|30
1244|52,30,12|1
3976|8,237|1
4906|30,12|20
7649|1,305,35,306|3
7561|48,27,12|10
9043|101,77|10
382|29,12|8
1510|12,68|7
5640|31,20,32|4
7503|13,119,14,6|1
5581|53,54,56|3
4582|6,49|1
2148|36,79,300,12|1
10529|307,20|1
4880|7|4
5623|53,308,309|8
5070|8,167,113,206,12|1
933|132,12|1
9759|108|14
8280|35,208|7
3338|61,310|4
119|77,285|4
6733|29,12|20
4046|31,20,32|1
4282|104,12|4
6105|70,138|7
5712|207,77|10
1082|29,12|1
1835|311,30,177,12|1
8913|104,12|1
6422|53,63,198,200,70|1
6583|8,167|4
2725|47,12|4
4471|8,113|1
966|190,12|4
10101|286,77,146,6|4
833|8,39,40,42,43,44|29
2649|12,68|7
5964|8,9|5
4156|61,74|1
5523|31,20,32|7
10806|312,58,200,70|1
1451|313,12|1
9210|89,220,35|1
8516|186,12|1
3966|48,27,12|1
478|29,12|4
4520|36,12|1
4247|12|4
9312|213,6,38|29
1602|29,12|10
8792|31,20,32|8
2521|29,12|10
8666|314,35,257|1
7388|101,77|1
7766|14,6,24,25|5
8713|58,59,270,127,261|5
681|256,12|1
1154|12|10
2836|53,85,87,63|4
1542|315,12|3
6301|36,12|1
222|114,42,30,43,12|8
9147|269,12|16
6756|48,27,12|3
2068|217,102,12|1
11343|182,145,12|10
2703|124,12|1
2484|11,12|8
2677|104,12|1
1709|77,159|1
4346|84,126|1
5709|213,135,6,35,38|3
7360|88,6|1
2519|53,54,56|7
9017|108|1
9224|7|13
3197|109,166,200,70|1
4044|104,12|7
4463|53,316|1
5480|8,147,296|10
2310|76,77|10
3475|217,47,12|33
9236|8,147|1
11378|6,38,268|1
10062|14,6,25,70|1
8409|70,138|12
1772|30,12|5
8864|8,9|1
9823|182,145,197,12|1
4500|8,317|4
2308|47,12|1
2511|6,38,81|0
5313|8,147|1
10796|89,129|1
2846|48,12|1
7792|213,6,38|18
5345|48,12|19
2612|223,12|4
8141|77,159|1
684|52,12|1
8975|110,70|1
2127|45,12|1
11383|52,12|20
8137|13,119,14,6,168|8
4368|20,21|4
8721|117,6|1
5307|102,12|5
747|131,102,12|4
9152|8,9|1
9945|48,27,12|1
5198|48,12|16
11081|76,77|1
2778|8,39,40|5
597|13,119,14,6,25|8
1017|124,206,27,12|1
983|31,245,246|1
4098|124,12|34
3886|12|1
10656|7|3
918|48,27,12|1
6335|7|1
3550|31,20,32|1
11471|36,104,12|1
11217|109,110,70|8
2109|8,6,49|13
10037|292,34,35,318|1
7171|166,110,70|1
3756|76,77|5
2466|117,6,20,157|1
1829|36,122,52,12|8
8772|6,75|1
2380|206,12|8
809|166,31,70,20,32|1
10416|36,42,43,12|5
9619|6,288,38|10
6442|111,58,319|8
7941|76,77,189,301|8
4984|31,104,12,20,32|1
7301|48,12|1
6890|33,14,6|20
4208|8,199|4
11390|76,77|7
3204|27,12|1
9689|76,77,78|1
5062|8,9,6,49|4
7025|53,320|3
7727|6,49|1
5914|207,77,285,273|8
4681|30,12|10
3155|35,208|10
1355|8,147|3
10625|31,20,32|35
264|190,12|7
8650|8,10|10
7480|28,6,75|1
6534|6,82,38|1
10936|8,113|1
73|31,20,32|1
8508|6,115|1
9558|58,321|4
1715|8,167|1
9810|6,209,70|1
8126|48,29,12|10
10766|35,322|4
525|134,83,282,84|4
8890|197,12|3
5009|12|1
4288|31,20,21,32|4
7016|53,55|10
4103|131,102,12|4
3761|223,224,12|1
3372|29,12|1
2382|173,269,12|1
188|131,102,12|1
11117|69,70|4
4922|70,138|4
3067|53,323,85,63|1
6239|166,70,138|4
4759|53,324,325,198,63|4
2257|29,12|1
5824|31,275|1
2833|6|1
2093|76,77|1
4952|27,12|1
6559|76,77|8
4199|8,113,27,12|1
1727|36,12|8
10419|326,61|8
3123|229,12|4
9486|8,9,153,327,12|7
8552|70,138|8
6780|8,77,9,159|21
8260|186,12|3
5120|229,12|4
1679|58,328|1
7197|14,6,25,24|4
7283|134,281,84|1
4380|58,59,127|4
10382|53,329,330,56|4
6519|104,48,12|8
8968|70,138|1
4121|53,56|1
11197|29,12|10
8388|98,3|1
1092|162,108|1
306|36,12|4
1030|36,12|3
8231|76,77|1
11210|70,138|1
1664|42,52,43,12|1
4561|27,12|4
3430|229,12|4
4718|13,119,14,6,168|8
6643|29,12|1
7521|30,12|8
714|101,77|4
7965|53,56|18
8011|128,70|1
7604|12|13
4571|166,70|4
11010|42,29,43,12|8
10610|77,301|0
7787|76,77,301|18
4227|8,147,199|1
2989|61,74|5
3813|12,68|1
10770|12|16
7023|29,12|3
9851|29,12|1
10130|45,47,12|1
4920|29,12|1
8899|35,295,89,204,164,1|8
10264|53,183|4
5235|29,12|1
1399|234,12|3
10638|134,35,84|3
5123|109,110,70|1
4469|103,8,113|8
9517|4,5,6|4
5636|6,160,58,161|1
9491|42,133,43|4
2481|114,42,43|4
6959|48,12|15
6321|61,331|6
7100|8,113,52,12|3
11242|69,109,138,70|3
5582|1|1
9276|8,147|22
11509|35,208|0
6274|332,35|14
9429|58,321|3
7900|131,102,12|7
10121|89,333|7
251|114,42,12,43,68|1
2421|52,12|0
7270|53,56|7
4842|29,12|4
5276|53,61,331,334,12|1
10184|168,6,14,335|1
10312|83,84|5
7963|29,12|30
8541|89,152|12
9466|31,20,32|7
11041|12,68|6
3696|42,12,104,133,43|4
2620|104,12|3
7074|180,134,336,84|1
6551|173,149,12|1
7049|61,74|16
2757|13,14,6,25,278|4
6309|8,147|7
6960|29,12|7
3026|14,6,120|4
6672|70,138|7
2487|14,6,82,117,25,38|1
3517|36,12|4
7794|31,195|36
11313|6,115|10
10931|283,58|1
11147|30,12|4
5095|207,77|10
2990|12,68|1
4928|30,12|19
6713|12|1
873|8,39,40|8
8617|35,100,227|1
2795|29,12|1
8116|53|6
10330|48,12|10
11416|15,16,17,18,6|8
1484|229,12|1
3569|53,85,63|4
4730|8,147|4
6501|337|1
9161|8,113|29
3163|29,12|1
5981|173,12|7
3768|30,12|4
2457|162,108|1
4815|12,68|1
844|114,42,43,12|20
624|29,12|1
6463|12,338|1
7001|0,1,339,3|1
6400|119,14,6|8
8535|53,71|18
8601|6,35,306,115,1,146|7
8372|128,70|1
10793|89,340|8
6678|53,85,87,63|10
3623|89,129|4
1471|8,142,9,144|1
5332|117,6,259|1
7851|7|1
6794|52,12|8
2641|6,38,81|4
4322|61,74|1
6493|6,49|5
7872|31,20,32|7
9561|20,21|4
2668|7|3
6629|6,49,70,8,153,209|5
6932|8,199|10
7833|76,77,301|8
6396|53,56|3
11391|20,21|3
5044|8,143,144|1
9728|104,12|1
310|11,27,12|14
7801|61,74|4
9186|207,77|7
11503|287,341,35|3
1847|31,20,32|1
7971|70,138|7
10941|7|10
2599|42,104,36,43,133,12|20
11354|29,12|1
1957|69,70|4
6800|52,12|7
10624|6,115|7
7325|8,9,6,49|10
10274|69,166,70|0
8521|124,12|6
2974|186,12|7
7278|8,113|1
9067|12|7
5435|13,119,14,6|1
627|8,147|4
8098|206,12|4
393|29,12|1
561|124,12|1
7951|122,12|8
6521|12|21
6302|182,12|1
4527|253,6|1
10688|13,14,6,25|1
8400|103,8,118,6,121|5
6368|43,42,30,133,12|1
370|187,52,145,12|1
5413|89,130,6,92|4
1845|269,173,104,12|10
10749|86,58|4
6828|42,133,297,43|1
1461|342,219,211,12|1
9503|42,12,104,133,43|4
5748|64,6|10
7169|8,147,199|1
648|58,243|4
6489|48,12|1
5112|53,198,63|3
7285|104,12|5
3676|89,343,171,6|10
831|344,206,12|7
91|190,12|4
11395|103,8,9|1
2280|6|10
4712|124,125,12|7
4923|53,151,43,345|1
2235|311,217,47,12|0
5947|48,12|3
7217|104,12|7
9597|213,6,38|0
2102|8,39,40,9|13
3370|16,17,18,6,196|1
8705|43,210|1
8150|206,12|8
3259|77,279,273|4
8079|8,199|1
9156|65,66,14,6|1
770|53,183|10
6935|31,20,32|30
10588|6,38,81|30
5598|207,77|4
3862|47,12|8
124|223,12|3
4461|8,39,40|1
5775|6|18
203|124,125,12|1
5438|102,12|10
4167|61|1
2613|8,296,147|7
705|104,12|1
5784|7|17
1253|52,12|7
9835|103,8,104,12|8
4763|48,12|14
4122|117,6,259|20
9506|35,208|13
2988|8,147|7
10112|8,194,11,27,12|1
5998|67,29,20,12|31
5026|103,8,27,12|4
8498|29,12|7
5620|31,195|4
2286|107,12,108,132|37
4766|119,14,6|5
7529|8,9|7
7788|104,12|3
8087|8,199|4
8352|8,39,40,9|4
9310|141,346,20,1|1
7932|53,236|7
6124|8,113,206,12|35
718|33,14,6|7
9947|213,6,38|14
9927|83,84|3
2553|48,12|7
1435|76,77|1
9578|65,66,14,6|1
10759|101,77,189|8
8967|88,6|4
6789|101,77|8
1713|8,113|1
10167|182,145,12|1
11361|70,138|14
4890|8,39,40,9|8
5566|69,70|4
485|124,12|5
762|16,17,18,6,196|4
595|53,56|1
9470|30,12|3
10407|142,8,58,86,144|10
10058|13,119,14,6,120|1
8565|76,77,78|7
1788|132,12|7
3378|30,12|8
7689|172,70|4
6281|29,12|4
2493|122,12|1
1821|36,234,12|10
6251|29,12|10
9935|76,77|1
4280|172,70|8
8049|42,133,43|4
7408|42,148,43|1
6132|83,84|1
10807|7|20
8408|48,12|0
2413|6,205|7
8238|229,12|1
7436|14,6,120|8
7903|31,20,32|1
722|124,12|1
9476|6,92|10
9971|8,147|1
9972|174,12|3
1469|61,74|20
8736|128,70|8
9688|31,347|1
5663|33,14,6|1
3291|8,147|8
8880|89,91|10
7156|27,12|8
8140|89,343|1
9267|70,138|7
1911|42,43|3
5068|341,35|14
3386|326,61|10
7056|53,50,6,56,337|4
7758|35,100,227|1
6943|31,20,32|1
7638|168,14,6,120,4,119,13,165|1
5841|70,138|7
6061|6,35,306,115,1,146|7
1889|12,27,68|1
10324|325,243,58,87,63,53|8
5187|108|1
7453|111,283,58|7
8039|8,113|8
2750|269,12|1
5664|8,199,311,12|1
5578|76,77|10
10561|48,27,12|1
11483|7|1
7053|53,85,63|1
7459|53,85,87,63|4
7314|8,296,113,124,12|4
2045|7|4
9680|47,12|6
4002|47,12|0
396|52,43,210,12|4
3969|50,6|1
11337|13,119,14,6,25|4
1800|315,12|10
5094|89,203,202,348,26,349|4
9313|7|25
145|29,12|1
10516|6,49|23
6742|33,14,6|1
4330|29,12|1
9709|8,144,230|8
5065|89,350,6,351|3
117|182,145,27,12|1
3412|29,12|10
5853|20,21|4
10275|8,29,12|7
11021|69,352,70|4
756|11,12|1
9706|70,138|4
3964|134,336,282,84|1
9767|76,77,301|1
8041|48,12|1
7844|106,42,43|10
1558|61,74|1
9393|190,12|3
3883|13,119,14,6|22
3078|173,47,12|27
1943|186,12|1
4636|76,77|10
8843|35,318|1
10924|76,77,101,189|7
4164|33,14,6|1
4625|52,12|1
4313|6,209,70|5
4211|69,70|7
8318|57,58,59|5
7186|103,8|3
11060|292,35|1
10472|53,183|18
5046|8,147|5
6402|154,102,190,12|8
9646|223,224,12|1
10851|70,138|7
9904|141,20|4
1060|256,12|1
289|117,6|1
1246|30,12|0
10332|33,14,6|10
1592|27,12|8
2256|8,317|1
9784|27,12|18
2560|52,29,12|10
363|52,125,12|5
8097|31,195|1
3779|6,255|1
10390|353,111,58,319|4
437|29,12|4
3579|213,6,38|4
3183|89,267|1
9639|12|16
1382|103,8,113|4
8690|180,134,84|4
477|223,12|3
3139|134,83,282,84|4
744|33,9,14,6,8,115|7
1100|131,102,12|1
3540|48,30,12|10
1939|13,119,14,6,120|4
5186|53,62,63|1
6175|29,12|1
4104|65,66,14,6|8
8506|31,20,21,32|1
8442|35,100,227|4
